StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,PROLIFID_T1,FARRIGHTHCK_1,DOSPERT_T1_1,DOSPERT_T1_2,DOSPERT_T1_3,DOSPERT_T1_4,DOSPERT_T1_5,DOSPERT_T1_6,DOSPERT_T1_7,DOSPERT_T1_8,DOSPERT_T1_9,DOSPERT_T1_10,DOSPERT_T1_11,DOSPERT_T1_12,DOSPERT_T1_13,DOSPERT_T1_14,DOSPERT_T1_15,DOSPERT_T1_16,DOSPERT_T1_17,DOSPERT_T1_18,DOSPERT_T1_19,DOSPERT_T1_20,DOSPERT_T1_21,DOSPERT_T1_22,DOSPERT_T1_23,DOSPERT_T1_24,DOSPERT_T1_25,DOSPERT_T1_26,DOSPERT_T1_32,DOSPERT_T1_27,DOSPERT_T1_28,DOSPERT_T1_29,DOSPERT_T1_30,DOSPERT_T1_31,GRIPS_T1_1,GRIPS_T1_2,GRIPS_T1_3,GRIPS_T1_4,GRIPS_T1_5,GRIPS_T1_6,GRIPS_T1_7,GRIPS_T1_8,NEO_T1_1,NEO_T1_2,NEO_T1_3,NEO_T1_4,NEO_T1_5,NEO_T1_6,NEO_T1_7,NEO_T1_8,NEO_T1_9,NEO_T1_10,NEO_T1_11,NEO_T1_12,NEO_T1_13,NEO_T1_14,NEO_T1_15,NEO_T1_16,NEO_T1_17,NEO_T1_18,NEO_T1_19,NEO_T1_20,NEO_T1_21,NEO_T1_22,NEO_T1_23,NEO_T1_24,NEO_T1_25,NEO_T1_26,NEO_T1_27,NEO_T1_28,NEO_T1_29,NEO_T1_30,NEO_T1_31,NEO_T1_32,NEO_T1_33,NEO_T1_34,NEO_T1_35,NEO_T1_36,NEO_T1_37,NEO_T1_38,NEO_T1_39,NEO_T1_40,NEO_T1_41,NEO_T1_42,NEO_T1_43,NEO_T1_44,NEO_T1_45,NEO_T1_46,NEO_T1_47,NEO_T1_48,NEO_T1_49,NEO_T1_50,NEO_T1_51,NEO_T1_52,NEO_T1_53,NEO_T1_54,NEO_T1_55,NEO_T1_56,NEO_T1_57,NEO_T1_58,NEO_T1_59,NEO_T1_60,DARK_T1_1,DARK_T1_2,DARK_T1_3,DARK_T1_4,DARK_T1_5,DARK_T1_6,DARK_T1_7,DARK_T1_8,DARK_T1_9,DARK_T1_10,DARK_T1_11,DARK_T1_12,DARK_T1_13,DARK_T1_14,DARK_T1_15,DARK_T1_16,DARK_T1_17,DARK_T1_18,DARK_T1_19,DARK_T1_20,DARK_T1_21,DARK_T1_22,DARK_T1_23,DARK_T1_24,DARK_T1_25,DARK_T1_26,DARK_T1_27,DARK_T1_28,DARK_T1_29,DARK_T1_30,DARK_T1_31,DARK_T1_32,DARK_T1_33,DARK_T1_34,DARK_T1_35,DARK_T1_36,DARK_T1_37,DARK_T1_38,DARK_T1_39,DARK_T1_40,DARK_T1_41,DARK_T1_42,GENRISK_T1,SNS_T1_1,SNS_T1_2,SNS_T1_3,SNS_T1_4,JPIIPIP_T1_1,JPIIPIP_T1_2,JPIIPIP_T1_3,JPIIPIP_T1_4,JPIIPIP_T1_5,JPIIPIP_T1_6,JPIIPIP_T1_7,JPIIPIP_T1_8,JPIIPIP_T1_9,JPIIPIP_T1_10,AGE,RACE,RACE_6_TEXT,SEX,EDU,EMPLOY,WORK,INCOME
4/18/2019 10:15,4/18/2019 10:26,0,98.206.39.204,100,664,1,4/18/2019 10:26,R_1Lhxy3dF9zEVm8J,,,,,41.94599915,-87.70330048,anonymous,EN,5c36099da05b4a000143953a,40,7,7,1,4,7,4,7,1,2,2,7,4,7,1,7,5,5,4,7,7,4,7,7,7,7,5,7,7,7,7,4,4,4,5,4,4,4,4,4,4,4,2,2,2,2,3,4,4,2,3,3,3,2,3,4,2,4,4,3,3,5,5,4,3,4,4,5,1,4,2,3,3,2,3,5,1,5,5,3,2,4,4,3,3,2,3,3,4,3,4,4,3,4,3,3,4,4,4,4,4,4,1,3,3,5,3,3,2,2,4,3,3,5,4,4,5,3,3,3,1,3,4,5,4,1,1,2,2,2,4,2,1,3,4,4,1,2,1,2,2,1,1,8,4,4,5,5,3,4,4,5,4,5,1,3,4,2,34,1,,1,6,1,6,177
4/18/2019 10:21,4/18/2019 10:26,0,90.216.150.195,100,341,1,4/18/2019 10:26,R_1r6dCvZzpbSG1V1,,,,,55.88330078,-3.533294678,anonymous,EN,5a4698b97a3e3a0001dd564e,40,6,7,1,1,7,1,7,1,1,1,5,1,7,1,7,2,1,1,7,7,1,7,7,7,7,3,7,7,7,1,1,1,2,2,1,1,1,1,2,2,5,4,5,5,5,5,2,1,5,2,5,5,5,5,1,2,4,4,5,5,1,5,1,1,4,5,5,1,5,5,5,5,5,1,3,1,1,1,1,4,1,3,4,5,5,1,1,1,2,4,2,5,4,1,5,3,5,2,4,5,5,1,5,3,1,1,4,3,2,4,4,4,4,2,4,5,1,4,1,3,4,1,5,1,2,1,1,4,3,4,2,1,1,4,4,1,1,1,5,1,5,1,5,1,1,1,1,1,3,4,4,2,4,1,4,4,3,31,1,,0,3,1,6,176
4/18/2019 10:18,4/18/2019 10:27,0,86.178.27.230,100,526,1,4/18/2019 10:27,R_2WCl6IJqhFIBp3P,,,,,51.43490601,0.351303101,anonymous,EN,5c48f1ce91d23d0001b8b4fb,40,6,3,2,6,1,3,5,1,7,5,3,7,3,2,7,7,7,7,4,7,5,5,6,5,5,3,7,7,7,7,6,7,4,3,4,5,4,4,4,5,4,3,4,4,2,4,4,2,2,2,4,4,2,2,4,2,4,4,4,2,4,4,4,4,4,3,4,1,3,2,4,2,1,2,5,1,4,4,4,4,4,4,4,4,5,2,5,5,5,5,2,5,3,5,2,4,3,4,3,4,4,3,4,4,4,4,4,4,4,5,5,4,4,3,5,3,3,3,2,2,4,4,4,4,4,1,1,4,2,2,4,2,4,4,5,2,2,3,5,5,2,3,7,3,4,4,4,5,5,4,4,5,2,4,3,2,4,41,1,,1,5,1,5,179
4/18/2019 10:18,4/18/2019 10:27,0,90.253.126.1,100,497,1,4/18/2019 10:27,R_10NUDQ2p0Qq1Bvh,,,,,51.75790405,-1.142105103,anonymous,EN,56b8fafebf489c000b7dce01,40,6,6,1,5,5,5,6,1,2,3,1,6,3,1,6,2,1,5,4,7,1,6,6,3,3,4,7,6,6,6,4,4,4,4,4,4,3,4,4,4,4,2,1,1,4,4,4,2,3,4,5,4,4,4,4,2,4,4,3,2,4,4,3,3,4,3,5,1,4,2,2,2,1,1,5,1,4,4,3,3,3,4,1,1,2,2,3,4,4,4,4,4,4,2,2,4,4,4,2,2,4,1,2,3,4,3,3,3,3,4,3,3,4,4,4,1,4,3,3,1,3,4,5,1,4,1,2,3,2,4,1,1,3,5,1,1,1,3,3,2,1,1,8,5,5,5,5,2,4,2,5,4,4,4,1,1,2,27,1,,1,7,6,4,177
4/18/2019 10:17,4/18/2019 10:27,0,82.27.89.164,100,570,1,4/18/2019 10:27,R_4YH3jDWEDgYmaL7,,,,,50.84289551,-0.11579895,anonymous,EN,5a53b9d78e62590001758ece,40,7,5,1,1,5,3,6,1,4,1,1,2,5,2,2,1,6,1,5,7,7,5,6,5,6,2,7,5,2,6,1,2,3,2,3,1,1,2,2,2,4,3,2,2,2,1,4,2,3,4,3,4,5,5,4,2,4,3,4,5,4,4,5,4,4,4,5,1,3,1,3,2,2,2,1,3,3,4,1,2,4,5,1,3,2,3,5,4,4,4,5,1,5,1,5,4,4,1,2,2,4,5,4,1,4,5,3,5,3,4,3,2,4,1,4,5,4,2,1,2,5,4,4,1,1,1,2,1,4,2,3,1,4,4,1,1,1,3,1,2,1,1,7,1,2,2,6,3,3,2,5,4,4,2,5,4,3,48,1,,1,3,1,5,177
4/18/2019 10:20,4/18/2019 10:27,0,185.125.207.250,100,428,1,4/18/2019 10:27,R_1P4OW0zvkng18mT,,,,,51.5164032,-0.093002319,anonymous,EN,5bf43fcdf73fea0001c25899,40,7,6,1,6,1,1,1,1,1,1,1,2,1,1,2,2,1,2,1,7,1,6,7,3,1,1,7,1,2,6,5,2,2,1,2,1,1,1,1,1,4,4,2,2,4,1,4,2,2,2,4,4,1,1,1,5,4,4,2,1,4,2,2,4,5,5,4,1,2,4,4,5,1,1,4,1,4,4,1,1,2,2,1,2,1,4,5,5,4,4,1,4,4,1,4,2,2,2,2,2,4,2,4,2,4,4,4,4,4,4,4,4,4,2,5,2,4,2,1,2,4,1,5,2,1,1,1,1,5,1,1,1,4,1,1,5,1,1,5,1,4,1,3,2,2,3,5,1,2,1,1,2,4,4,4,4,4,31,1,,0,5,1,5,180
4/18/2019 10:18,4/18/2019 10:27,0,99.241.122.133,100,524,1,4/18/2019 10:27,R_3MahLp4sUCOFzBS,,,,,43.76870728,-79.4108963,anonymous,EN,5c2578e1da51990001e277eb,40,7,7,1,2,7,2,5,1,5,2,1,5,5,1,6,2,5,1,1,7,2,6,6,2,1,1,7,6,7,7,1,6,5,5,5,4,3,5,5,5,5,4,4,4,4,4,5,2,2,2,4,4,1,1,1,5,2,1,2,1,4,4,3,1,5,5,1,5,5,1,1,1,2,2,3,1,2,2,1,1,4,4,1,1,1,1,4,5,4,4,2,4,4,2,5,4,4,4,5,5,5,1,1,4,2,2,3,4,1,4,1,4,4,1,5,5,4,3,1,4,5,1,4,1,4,1,1,1,1,4,1,1,3,5,1,1,1,2,5,1,1,1,9,2,3,5,4,4,5,4,4,5,4,4,2,2,1,35,1,,1,2,1,6,176
4/18/2019 10:20,4/18/2019 10:27,0,86.25.147.28,100,436,1,4/18/2019 10:27,R_1Hhsq5bACkeOBEq,,,,,50.84289551,-0.11579895,anonymous,EN,593c3c49048d06000182f234,40,5,7,3,5,1,1,6,4,1,1,1,5,5,1,1,4,1,4,2,3,1,3,3,2,2,4,7,3,6,7,1,5,3,4,3,4,4,4,3,4,5,5,5,2,4,5,3,4,3,4,5,4,2,3,5,5,4,2,4,5,3,5,4,2,5,5,5,1,3,3,4,1,4,3,4,2,3,5,3,3,3,3,4,5,4,4,2,2,4,4,5,2,5,4,5,5,2,4,1,4,4,2,3,4,1,3,2,3,3,2,3,4,3,4,5,2,3,2,3,4,4,5,3,3,2,1,1,3,3,3,3,4,3,3,4,1,3,3,3,3,5,1,10,1,1,4,5,4,4,2,4,3,4,2,2,4,4,34,1,,0,6,2,4,176
4/18/2019 10:14,4/18/2019 10:27,0,80.4.19.161,100,774,1,4/18/2019 10:27,R_0O3AtDni8y4eb6N,,,,,53.13330078,-1.199996948,anonymous,EN,5c097fbac15a020001bb0720,40,6,6,1,1,4,1,4,1,1,1,1,1,1,1,1,1,5,1,1,7,1,1,5,5,6,4,7,1,6,1,1,1,2,1,1,1,1,1,1,1,5,5,3,3,5,3,1,2,4,4,4,4,4,5,4,2,3,3,5,5,2,2,3,2,4,1,,2,4,2,4,2,4,3,3,4,4,4,1,1,5,5,1,3,1,1,5,4,4,5,5,2,5,2,5,4,4,2,2,1,5,2,4,4,4,5,4,4,4,4,4,4,5,4,4,4,2,1,1,3,1,4,4,4,1,1,1,4,5,1,4,1,4,5,4,1,1,4,5,2,2,1,1,1,1,1,1,1,1,1,4,4,1,,5,4,5,44,1,,0,3,4,1,177
4/18/2019 10:16,4/18/2019 10:27,0,90.194.194.80,100,650,1,4/18/2019 10:27,R_yU7Ih5geRzekwnL,,,,,55.00959778,-1.878494263,anonymous,EN,595bf7acc76e6700014d33fc,40,6,6,5,4,5,5,5,5,4,1,5,4,7,5,1,2,2,4,4,7,1,5,7,7,4,6,7,6,7,7,1,2,4,3,3,4,4,5,4,4,3,2,3,3,4,5,5,4,3,3,4,4,1,1,1,4,3,3,1,1,4,4,3,2,5,5,4,1,2,2,3,3,1,1,3,4,1,1,2,2,4,4,4,4,3,2,5,4,3,4,1,5,4,1,2,2,3,4,2,2,5,1,2,4,4,3,4,3,3,4,4,3,3,3,4,3,3,2,1,3,3,2,4,3,1,1,3,2,2,3,2,1,1,4,4,1,1,3,2,3,4,1,7,3,5,5,5,3,3,3,2,4,4,2,1,3,2,51,1,,0,5,1,4,176
4/18/2019 10:19,4/18/2019 10:27,0,92.40.249.67,100,529,1,4/18/2019 10:27,R_3rY9fh1kzdw457q,,,,,51.48120117,-0.137207031,anonymous,EN,57fde8979c39b3000179e347,40,6,1,1,2,1,4,4,1,2,2,1,1,1,1,2,2,1,1,1,7,2,5,5,6,1,1,7,2,6,7,4,6,3,1,1,1,1,1,2,1,3,2,1,1,1,2,2,2,2,1,4,4,3,4,1,5,3,2,1,1,2,1,3,3,3,3,4,1,2,4,5,4,2,3,3,1,2,2,2,3,2,3,1,1,2,3,4,4,4,4,1,4,4,3,1,2,3,4,1,2,4,2,4,3,2,2,4,3,3,5,3,3,4,2,5,4,4,1,1,3,4,2,3,3,1,1,1,3,5,1,2,1,3,4,1,1,4,3,4,2,1,1,2,4,4,5,5,2,2,1,3,2,1,5,5,4,4,53,1,,0,2,4,1,175
4/18/2019 10:03,4/18/2019 10:27,0,2.219.100.104,100,1489,1,4/18/2019 10:27,R_BE50pqB4HwiOEa5,,,,,52.40660095,-1.512207031,anonymous,EN,56688e5d5bd4ff001114f2da,,6,5,1,5,1,1,6,1,1,1,2,3,2,1,1,1,1,3,1,7,1,6,5,1,1,1,7,1,3,6,1,1,2,2,2,1,1,2,3,2,4,3,4,2,4,5,2,4,3,4,3,3,4,2,1,5,4,2,4,3,3,2,2,4,4,3,3,3,4,2,5,5,2,2,1,4,1,4,1,2,4,4,3,4,3,1,3,3,5,4,5,1,5,1,4,4,4,2,3,3,4,2,4,3,4,4,3,4,4,4,4,3,4,3,4,4,2,2,3,2,4,3,4,3,3,1,2,3,5,2,3,2,4,4,4,1,3,2,5,1,4,1,3,4,4,3,4,2,2,1,3,3,2,5,5,4,5,56,1,,0,2,4,1,176
4/18/2019 10:20,4/18/2019 10:28,0,99.108.89.51,100,454,1,4/18/2019 10:28,R_3ExRaM0CmLpTKA9,,,,,36.28619385,-95.8227005,anonymous,EN,5c8d5a31d127f2001ac45511,40,6,3,6,5,6,1,4,6,,4,1,6,1,6,7,5,1,5,2,7,1,7,7,2,1,1,7,2,1,5,1,2,4,4,4,2,2,3,3,3,2,2,1,2,2,1,1,2,2,3,4,3,4,4,3,3,5,5,2,2,3,4,5,5,3,3,4,1,3,3,2,3,1,1,5,1,4,4,1,1,4,3,1,1,2,4,3,4,4,3,4,3,5,1,3,3,4,3,2,2,3,3,2,2,4,4,2,2,2,3,2,2,3,4,2,3,2,2,3,2,4,3,2,3,2,1,4,2,4,3,2,1,5,4,3,3,2,2,5,2,1,1,7,4,4,5,6,2,3,1,2,4,4,4,2,5,5,30,1,,0,5,2,4,178
4/18/2019 10:18,4/18/2019 10:28,0,86.18.61.141,100,615,1,4/18/2019 10:28,R_3FWe6B2qJGL2o4b,,,,,51.44999695,0.149993896,anonymous,EN,5980dc357097e70001fa1f30,40,6,3,1,2,5,1,5,1,3,3,1,1,2,1,2,2,1,1,3,7,1,6,6,5,1,3,7,3,5,6,3,3,2,1,2,,1,2,3,2,3,,2,2,2,3,4,2,3,3,5,5,3,3,2,4,4,4,4,3,3,3,3,3,2,2,3,3,2,4,4,2,4,4,3,1,4,4,2,2,4,4,1,2,3,3,4,5,5,5,5,2,5,2,3,4,4,2,2,2,4,3,2,2,4,4,3,4,2,4,3,3,4,4,4,4,3,3,2,3,4,2,3,3,2,1,2,2,4,2,2,1,3,4,2,1,2,3,5,2,2,2,3,4,4,5,5,2,2,1,3,3,3,2,5,5,4,48,1,,0,6,2,3,177
4/18/2019 10:14,4/18/2019 10:28,0,188.29.164.207,100,819,1,4/18/2019 10:28,R_p4Yx8bUo3TQ8QYF,,,,,51.47399902,-0.11680603,anonymous,EN,5b826bed16aa4400016ab309,40,6,7,1,4,2,1,6,1,1,1,2,2,2,1,1,1,1,1,6,7,2,6,5,5,5,6,7,2,3,6,2,1,4,2,3,2,3,2,3,3,4,4,4,3,3,2,3,3,3,4,3,3,3,3,3,4,1,2,4,3,4,3,3,3,3,4,3,4,3,2,4,4,1,2,1,1,2,2,1,1,4,3,2,2,1,1,3,3,3,4,4,2,4,1,4,4,4,4,3,2,4,3,5,3,1,2,4,4,3,5,4,4,1,3,4,4,4,2,2,3,4,4,4,1,4,1,1,3,4,3,4,2,3,5,4,2,2,1,5,2,1,1,5,3,4,3,5,3,4,2,3,4,4,3,4,3,4,24,1,,1,5,1,6,176
4/18/2019 10:18,4/18/2019 10:28,0,107.5.123.82,100,624,1,4/18/2019 10:28,R_3COArUa1FURYO4G,,,,,42.53709412,-83.77559662,anonymous,EN,5bfe8f41af384f0001c875d1,40,5,4,2,2,6,3,4,2,3,3,4,3,1,2,5,4,6,4,1,7,4,4,5,5,1,4,7,4,5,5,5,3,4,3,3,3,2,3,3,2,5,5,3,3,4,4,3,3,3,3,4,4,4,4,3,4,4,4,4,4,3,3,3,3,3,4,3,3,3,3,4,4,3,2,1,3,2,2,3,2,4,3,4,4,4,3,3,3,3,4,3,2,4,3,4,4,3,3,3,3,4,3,3,4,2,2,3,3,3,2,2,4,3,4,3,5,4,2,2,4,4,4,3,4,1,1,4,1,4,2,3,1,2,4,4,2,1,3,1,2,3,2,5,1,1,1,1,2,3,3,4,3,2,5,3,4,3,32,1,,1,3,3,6,176
4/18/2019 10:11,4/18/2019 10:28,0,2.222.20.247,100,1031,1,4/18/2019 10:28,R_2dQFByLMUxuvxvH,,,,,50.86819458,-0.407394409,anonymous,EN,5c61e2b350b8c3000148cff4,,7,7,1,2,7,2,2,1,1,2,2,1,5,1,4,5,4,1,7,7,5,4,5,7,7,6,7,3,2,2,5,2,3,2,2,2,2,1,3,2,5,4,4,3,3,4,3,3,1,2,3,3,4,3,2,4,3,4,4,4,4,4,4,3,3,4,2,4,3,2,5,4,3,3,2,2,4,4,4,3,4,4,2,2,4,2,4,4,4,4,2,4,3,2,5,5,4,3,3,3,4,1,3,4,2,3,4,5,4,4,4,4,4,3,3,3,2,1,1,4,4,2,4,3,1,1,2,1,4,3,2,1,5,5,4,1,3,2,5,4,5,1,3,1,1,3,3,4,2,2,3,4,2,1,4,5,3,36,1,,0,3,2,5,179
4/18/2019 10:20,4/18/2019 10:28,0,2.100.66.62,100,503,1,4/18/2019 10:28,R_57RDXeM4HXQ0YQV,,,,,51.62869263,0.41960144,anonymous,EN,5acbdd55e734400001da86ee,40,5,2,1,1,7,5,4,1,7,6,1,1,1,1,6,6,7,1,6,7,6,6,7,1,2,7,7,3,6,6,6,5,4,5,5,3,4,4,4,4,4,4,3,3,4,4,1,3,1,2,3,4,4,4,4,1,3,4,4,4,4,4,4,4,4,4,5,1,2,2,2,1,1,2,3,1,4,3,4,3,4,4,4,2,3,4,3,3,4,4,1,5,4,4,4,4,4,4,3,4,4,4,4,5,4,1,4,4,4,4,3,4,4,4,2,2,4,2,2,1,4,4,4,3,2,1,3,3,1,4,1,4,1,4,4,4,1,1,2,4,2,2,6,1,2,2,5,4,4,3,4,4,4,1,1,2,3,28,1,,0,5,1,6,177
4/18/2019 10:22,4/18/2019 10:28,0,151.230.181.0,100,393,1,4/18/2019 10:28,R_z6xhiPnudmAVoNH,,,,,50.90510559,-1.365493774,anonymous,EN,5a0987430fff620001a6bfa9,40,7,7,1,1,7,1,6,1,1,3,1,1,6,1,6,1,2,1,5,7,3,7,7,6,6,6,7,7,7,6,1,6,4,4,3,4,4,4,4,4,4,1,1,1,1,1,1,1,4,4,5,5,5,5,2,4,5,5,4,4,5,5,4,5,2,2,2,4,1,5,2,2,2,2,4,1,5,5,1,1,5,5,1,1,1,4,5,5,5,5,4,1,4,1,5,4,5,1,1,2,2,2,1,1,5,4,2,3,1,4,3,2,5,5,2,4,4,4,2,3,4,2,4,4,1,1,4,1,2,4,1,1,4,4,4,1,1,1,5,2,2,1,6,1,1,1,1,4,4,2,4,4,4,2,5,2,2,29,1,,0,5,1,6,178
4/18/2019 10:13,4/18/2019 10:28,0,165.120.166.126,100,922,1,4/18/2019 10:28,R_2YsvvdYyYhBKkcO,,,,,51.78039551,-1.217193604,anonymous,EN,5baa7acf14779d0001a23968,40,6,6,1,3,4,1,2,1,1,2,2,2,2,1,2,2,2,2,3,7,1,4,4,3,1,1,7,3,4,5,1,3,4,2,3,3,2,2,4,2,5,5,3,2,4,5,4,4,3,2,3,4,3,3,1,4,2,2,2,2,4,4,2,3,2,4,4,1,3,1,4,4,3,2,4,1,4,4,1,2,3,4,2,1,3,3,4,4,4,4,4,3,4,2,5,5,4,4,1,1,4,3,2,3,4,4,2,4,2,4,3,4,4,2,4,4,2,2,2,4,3,2,4,2,1,1,2,1,4,3,1,1,4,4,3,1,2,1,5,1,4,1,6,5,5,5,5,1,4,1,2,3,4,4,2,5,4,27,1,,0,7,1,6,178
4/18/2019 10:23,4/18/2019 10:29,0,134.226.122.168,100,337,1,4/18/2019 10:29,R_27dNmem5TBBbtrx,,,,,53.33380127,-6.248794556,anonymous,EN,5babe4a87fd2120001e5e715,40,5,1,2,4,5,3,5,2,2,1,2,2,2,1,6,5,5,6,7,7,1,6,5,3,5,5,7,7,5,1,1,1,4,2,2,2,2,2,3,2,5,5,2,2,5,5,2,4,1,1,1,1,5,3,1,5,4,4,4,4,3,3,3,1,5,5,5,1,5,2,4,3,1,1,5,1,4,4,1,1,5,5,3,2,1,1,5,5,4,4,4,2,4,1,5,5,5,1,2,2,4,1,2,2,5,5,2,1,1,1,1,1,5,4,5,5,2,2,1,1,4,2,5,3,1,1,1,1,4,4,1,1,2,2,2,1,4,1,4,2,4,1,7,6,6,4,4,2,4,2,3,4,3,1,4,4,4,23,1,,0,5,1,5,177
4/18/2019 10:14,4/18/2019 10:29,0,86.178.216.207,100,889,1,4/18/2019 10:29,R_1jCf35HvqlVWgyY,,,,,50.92700195,-1.393997192,anonymous,EN,5c056b769ae12d0001fca19a,40,4,1,5,6,6,2,3,1,1,1,1,1,1,5,2,2,4,4,1,7,3,7,2,5,1,5,7,4,6,6,6,1,2,1,1,1,1,2,5,2,3,2,2,2,1,3,4,4,1,4,4,3,2,3,1,1,3,2,5,5,2,1,4,4,2,1,3,1,2,4,4,3,4,5,4,1,4,4,1,1,4,4,1,1,1,3,4,4,3,4,4,1,4,1,5,3,5,2,1,2,2,1,2,4,4,5,3,2,1,2,1,1,5,1,5,4,2,1,1,5,5,2,2,3,1,1,1,1,5,1,1,1,4,4,1,1,4,1,5,1,3,1,6,3,5,5,4,2,2,1,4,4,3,5,4,3,5,65,1,,0,2,5,2,177
4/18/2019 10:13,4/18/2019 10:29,0,86.183.154.80,100,944,1,4/18/2019 10:29,R_1rOKfv047BcNdOU,,,,,51.57829285,-0.332107544,anonymous,EN,5b9fee11ed4db100015493dd,40,7,6,1,1,2,1,5,1,1,1,1,1,1,1,3,1,1,1,1,7,1,6,4,4,1,1,7,5,4,4,1,1,3,2,2,1,2,2,2,2,5,4,4,3,5,4,3,3,3,3,2,2,2,2,1,5,3,3,3,3,3,3,3,2,4,4,5,1,4,2,4,3,1,1,3,3,2,2,2,1,5,4,2,1,1,1,5,5,2,2,3,3,4,2,3,3,3,4,3,2,3,1,2,3,2,4,3,3,1,3,1,1,4,2,4,4,3,2,1,4,3,1,4,1,2,1,1,3,5,1,2,3,2,4,2,1,1,1,4,1,3,1,3,2,2,3,3,2,2,2,3,3,2,4,4,2,4,44,1,,1,3,7,1,175
4/18/2019 10:17,4/18/2019 10:29,0,85.255.233.164,100,714,1,4/18/2019 10:29,R_2wREKzrFzu7iSHc,,,,,51.49639893,-0.122406006,anonymous,EN,56cc926a425487000a76dbc6,40,6,5,1,3,5,4,5,1,1,1,1,1,1,1,6,3,2,1,1,7,1,2,4,6,5,2,7,7,2,4,2,1,3,1,1,2,1,1,1,1,2,2,1,1,1,2,1,2,3,3,4,4,3,4,3,3,2,2,2,2,3,1,3,3,5,5,4,2,1,3,2,3,2,2,5,1,4,3,2,1,4,4,2,1,3,3,5,5,3,3,3,3,4,2,2,3,2,3,1,1,4,1,3,4,4,3,1,4,2,2,1,2,4,2,3,5,1,1,1,4,3,3,4,2,1,1,2,1,4,1,1,1,3,4,1,1,3,1,5,1,2,1,3,5,5,5,5,1,1,1,3,2,1,2,4,4,1,42,1,,1,3,1,5,177
4/18/2019 10:22,4/18/2019 10:29,0,92.19.80.230,100,431,1,4/18/2019 10:29,R_1gvasV1DYBTJsRt,,,,,54.0500946,-2.879394531,anonymous,EN,5b216d7dc33f820001a2e1ef,40,7,2,1,1,6,2,3,1,1,1,1,1,1,5,5,5,1,1,1,7,1,1,5,5,1,1,7,6,2,1,1,5,4,2,1,2,2,1,3,2,4,4,2,1,2,2,4,2,2,4,3,3,4,4,2,2,2,2,1,2,2,1,2,3,4,4,2,4,2,2,5,5,5,4,1,1,2,2,1,1,4,3,2,3,2,2,4,4,4,4,2,2,4,2,4,4,3,2,1,2,4,2,2,5,4,4,4,3,4,4,5,4,5,2,5,4,2,1,1,2,5,4,4,1,1,1,2,3,4,1,4,1,4,4,4,1,1,2,5,4,2,1,4,1,1,1,1,1,2,1,4,2,2,5,4,4,5,33,1,,1,2,1,5,176
4/18/2019 10:16,4/18/2019 10:29,0,86.183.191.242,100,807,1,4/18/2019 10:29,R_pMCXcTGhfjhY8WB,,,,,51.65390015,-0.088806152,anonymous,EN,59205fcb97a88c000145d191,40,7,6,1,5,1,2,5,1,2,2,1,4,2,1,2,2,1,2,4,7,1,5,5,4,4,4,7,3,6,5,1,2,2,2,2,2,2,2,3,2,4,3,2,2,3,3,2,3,2,3,4,4,4,4,2,3,3,3,2,2,3,3,3,4,3,3,4,2,3,3,3,3,3,3,3,3,4,4,2,2,3,4,2,2,2,3,4,4,4,4,3,3,4,2,4,4,4,3,2,2,4,2,2,3,4,4,3,3,4,4,3,4,4,3,4,3,2,2,2,3,4,4,4,3,2,1,2,2,4,3,3,2,4,4,3,1,4,3,4,3,2,2,6,5,5,5,5,2,2,2,4,3,3,3,5,4,3,49,1,,0,5,2,2,176
4/18/2019 10:22,4/18/2019 10:29,0,94.2.202.99,100,454,1,4/18/2019 10:29,R_2cbTEO2Owc8Bkqp,,,,,51.45280457,-2.508300781,anonymous,EN,593c0c6f1b3dce0001e1ceaa,40,5,3,1,1,1,1,5,1,1,2,1,1,1,1,1,1,1,1,3,1,1,4,4,6,3,2,1,4,5,2,1,1,3,2,2,2,1,2,2,2,4,2,3,2,1,1,2,1,3,4,4,4,3,4,2,3,3,3,2,3,3,3,3,3,4,3,3,1,3,2,4,3,1,1,3,5,4,4,1,1,5,5,1,1,1,2,4,5,4,4,4,1,4,1,4,4,5,3,1,1,5,2,4,2,4,5,2,2,1,4,3,2,4,3,4,3,2,2,2,2,4,3,3,4,1,1,1,2,4,2,1,1,4,4,1,1,1,3,5,1,1,1,6,5,5,6,6,1,2,2,3,1,2,3,4,4,4,24,4,,1,6,2,2,175
